Generation No.,Best Evaluation,Helicopters used,Comp time (ms)
1.0,1046.4241,3.0,5095345.6094
2.0,1046.4241,3.0,5104290.1875
3.0,1046.4241,3.0,5113531.2344
4.0,1046.4241,3.0,5122787.6094
5.0,1046.4241,3.0,5131543.9688
6.0,975.5229,8.0,5140863.3281
7.0,898.7145,3.0,5150135.25
8.0,852.6986,3.0,5161047.8438
9.0,797.781,3.0,5171380.6719
10.0,790.5826,7.0,5180604.7031
11.0,789.8524,7.0,5190439.2188
12.0,763.7704,7.0,5201007.5
13.0,728.9491,7.0,5211168.7969
14.0,723.9374,7.0,5221768.0
15.0,696.1652,7.0,5231788.6406
16.0,680.4169,7.0,5240809.8594
17.0,655.4781,7.0,5250316.4531
18.0,655.4781,7.0,5260135.0625
19.0,651.0018,7.0,5270218.9844
20.0,651.0018,7.0,5279458.8906
21.0,651.0018,7.0,5289293.3906
22.0,651.0018,7.0,5299908.5469
23.0,651.0018,7.0,5310116.6719
24.0,629.0959,7.0,5317622.0781
25.0,629.0959,7.0,5327333.2969
