Generation No.,Best Evaluation,Helicopters used,Comp time (ms)
1.0,2678.1931,12.0,327225.25
2.0,2361.2832,16.0,333922.4531
3.0,2211.4335,15.0,340915.75
4.0,1992.8806,16.0,347830.625
5.0,1774.892,17.0,355011.2031
6.0,1693.7128,16.0,362207.1406
7.0,1576.9244,15.0,369699.9375
8.0,1536.5674,17.0,376864.3125
9.0,1317.3002,17.0,384075.8906
10.0,1317.3002,17.0,390756.1562
11.0,1299.1644,17.0,397421.3594
12.0,1233.2912,17.0,404430.3125
13.0,1233.2912,17.0,411813.9219
14.0,1221.794,17.0,419494.0312
15.0,1202.8275,17.0,426908.2188
16.0,1189.7205,17.0,434119.5469
17.0,1150.9583,17.0,440752.9531
18.0,1150.6531,17.0,447793.1875
19.0,1150.1939,17.0,455020.5156
20.0,1119.0689,17.0,462107.0312
21.0,1106.3988,17.0,469678.0625
22.0,1106.3988,17.0,477342.3594
23.0,1106.3988,17.0,485037.8125
24.0,1106.3988,17.0,492655.1094
25.0,1093.3794,17.0,514444.3594
