Generation No.,Best Evaluation,Helicopters used,Comp time (ms)
1.0,2057.8415,11.0,254281.9688
2.0,1831.7681,14.0,259729.8438
3.0,1726.8898,13.0,266115.0156
4.0,1651.8659,13.0,271796.125
5.0,1497.754,14.0,277681.0625
6.0,1440.9837,14.0,283643.9219
7.0,1365.18,13.0,290075.4531
8.0,1324.4473,13.0,296569.0156
9.0,1270.9427,13.0,303031.2656
10.0,1254.1208,13.0,309415.4219
11.0,1212.7764,13.0,315471.5312
12.0,1189.3273,13.0,321309.2031
13.0,1184.2565,13.0,327475.25
14.0,1179.7746,13.0,334015.9531
15.0,1177.364,13.0,341196.9062
16.0,1155.4479,13.0,348017.8438
17.0,1155.4479,13.0,354417.2656
18.0,1147.8395,13.0,361082.7344
19.0,1141.2137,13.0,367529.1875
20.0,1083.8393,13.0,373678.9844
21.0,1083.8393,13.0,380641.5781
22.0,1083.8393,13.0,387728.3438
23.0,1072.6883,13.0,394580.6406
24.0,1072.6883,13.0,401839.4062
25.0,1065.6256,13.0,408207.1406
